The first step of wtdbg2 assembly involves assembling the raw reads (fastq file) and generating the contig layout and edge sequences in a file ending with the suffix ".ctg.lay.gz" using the command below:
$ wtdbg2 -i SRR25038556.fastq -o ./ICA_wtdbg2_output -g 500m -t 200 -x sq

These results in this file were generated from the ICA_wtdbg2_output.ctg.lay.gz file using the command below:
$ zcat ICA_wtdbg2_output.ctg.lay.gz | grep -oP '^>ctg\d+\s+nodes=\d+\s+len=\d+' > contigs_after_wtdbg2_step_1.txt

! There are 3363 contigs in total. !

>ctg1 nodes=4652 len=5886208
>ctg1552 nodes=5 len=7424
>ctg1553 nodes=4 len=7424
>ctg1554 nodes=7 len=7424
>ctg1555 nodes=7 len=7424
>ctg1556 nodes=6 len=7424
>ctg1557 nodes=4 len=6912
>ctg1558 nodes=7 len=7424
>ctg1559 nodes=7 len=7424
>ctg1560 nodes=5 len=7424
>ctg1561 nodes=4 len=7424
>ctg1562 nodes=7 len=7424
>ctg1563 nodes=3 len=7168
>ctg1564 nodes=7 len=7168
>ctg1565 nodes=7 len=7424
>ctg1566 nodes=9 len=10752
>ctg1567 nodes=7 len=7424
>ctg1568 nodes=6 len=7424
>ctg1569 nodes=5 len=7424
>ctg1570 nodes=10 len=14592
>ctg1571 nodes=7 len=7424
>ctg1572 nodes=6 len=7424
>ctg1573 nodes=9 len=11520
>ctg1574 nodes=7 len=7168
>ctg1575 nodes=7 len=7424
>ctg1576 nodes=5 len=7424
>ctg1577 nodes=11 len=18688
>ctg1578 nodes=7 len=7424
>ctg1579 nodes=6 len=7424
>ctg1580 nodes=8 len=7424
>ctg1581 nodes=6 len=7424
>ctg1582 nodes=6 len=7424
>ctg1583 nodes=14 len=18432
>ctg1584 nodes=6 len=7424
>ctg1585 nodes=11 len=15616
>ctg1586 nodes=4 len=7424
>ctg1587 nodes=7 len=7424
>ctg1588 nodes=7 len=7424
>ctg1589 nodes=5 len=7424
>ctg1590 nodes=4 len=7424
>ctg1591 nodes=13 len=18688
>ctg1592 nodes=7 len=7424
>ctg1593 nodes=13 len=16128
>ctg1594 nodes=6 len=6912
>ctg1595 nodes=5 len=7424
>ctg1596 nodes=7 len=7424
>ctg1597 nodes=7 len=22016
>ctg1598 nodes=7 len=7424
>ctg1599 nodes=7 len=7168
>ctg1600 nodes=7 len=7168
>ctg1601 nodes=7 len=7168
>ctg1602 nodes=7 len=7168
>ctg1603 nodes=7 len=7168
>ctg1604 nodes=6 len=7168
>ctg1605 nodes=7 len=7168
>ctg1606 nodes=12 len=16384
>ctg1607 nodes=7 len=7168
>ctg1608 nodes=5 len=7168
>ctg1609 nodes=7 len=7168
>ctg1610 nodes=7 len=7168
>ctg1611 nodes=7 len=7168
>ctg1612 nodes=6 len=7168
>ctg1613 nodes=6 len=7168
>ctg1614 nodes=8 len=7680
>ctg1615 nodes=7 len=7168
>ctg1616 nodes=7 len=7168
>ctg1617 nodes=7 len=7168
>ctg1618 nodes=6 len=7168
>ctg1619 nodes=6 len=7168
>ctg1620 nodes=7 len=7168
>ctg1621 nodes=7 len=7168
>ctg1622 nodes=7 len=7168
>ctg1623 nodes=7 len=7168
>ctg1624 nodes=7 len=7168
>ctg1625 nodes=7 len=7168
>ctg1626 nodes=7 len=7168
>ctg1627 nodes=6 len=7168
>ctg1628 nodes=7 len=7168
>ctg1629 nodes=7 len=7168
>ctg1630 nodes=7 len=7168
>ctg1631 nodes=5 len=12032
>ctg1632 nodes=7 len=7168
>ctg1633 nodes=7 len=7168
>ctg1634 nodes=6 len=7168
>ctg1635 nodes=7 len=7168
>ctg1636 nodes=6 len=7168
>ctg1637 nodes=7 len=7168
>ctg1638 nodes=6 len=7168
>ctg1639 nodes=7 len=7168
>ctg1640 nodes=7 len=7168
>ctg1641 nodes=7 len=7168
>ctg1642 nodes=7 len=7168
>ctg1643 nodes=7 len=7168
>ctg1644 nodes=7 len=7168
>ctg1645 nodes=3 len=7168
>ctg1646 nodes=7 len=7168
>ctg1647 nodes=7 len=7168
>ctg1648 nodes=7 len=7168
>ctg1649 nodes=7 len=7168
>ctg1650 nodes=7 len=7168
>ctg1651 nodes=3 len=7168
>ctg1652 nodes=7 len=7168
>ctg1653 nodes=7 len=7168
>ctg1654 nodes=7 len=7168
>ctg1655 nodes=5 len=7168
>ctg1656 nodes=8 len=11264
>ctg1657 nodes=5 len=7168
>ctg1658 nodes=7 len=7168
>ctg1659 nodes=7 len=7168
>ctg1660 nodes=9 len=11264
>ctg1661 nodes=7 len=7168
>ctg1662 nodes=7 len=7168
>ctg1663 nodes=10 len=12288
>ctg1664 nodes=5 len=7168
>ctg1665 nodes=7 len=7168
>ctg1666 nodes=3 len=7424
>ctg1667 nodes=7 len=7168
>ctg1668 nodes=6 len=7168
>ctg1669 nodes=7 len=7168
>ctg1670 nodes=7 len=7168
>ctg1671 nodes=7 len=7168
>ctg1672 nodes=7 len=7168
>ctg1673 nodes=7 len=7168
>ctg1674 nodes=7 len=6912
>ctg1675 nodes=7 len=7168
>ctg1676 nodes=6 len=7168
>ctg1677 nodes=6 len=7168
>ctg1678 nodes=7 len=7168
>ctg1679 nodes=7 len=7168
>ctg1680 nodes=7 len=7168
>ctg1681 nodes=6 len=7168
>ctg1682 nodes=5 len=7168
>ctg1683 nodes=7 len=7168
>ctg1684 nodes=7 len=7168
>ctg1685 nodes=7 len=7168
>ctg1686 nodes=7 len=7168
>ctg1687 nodes=6 len=7168
>ctg1688 nodes=7 len=7168
>ctg1689 nodes=7 len=7168
>ctg1690 nodes=7 len=7168
>ctg1691 nodes=4 len=7168
>ctg1692 nodes=7 len=7168
>ctg1693 nodes=5 len=7168
>ctg1694 nodes=7 len=7168
>ctg1695 nodes=7 len=7168
>ctg1696 nodes=7 len=7168
>ctg1697 nodes=7 len=6912
>ctg1698 nodes=7 len=7168
>ctg1699 nodes=7 len=7168
>ctg1700 nodes=3 len=7168
>ctg1701 nodes=7 len=7168
>ctg1702 nodes=7 len=7168
>ctg1703 nodes=6 len=7168
>ctg1704 nodes=7 len=7168
>ctg1705 nodes=7 len=7168
>ctg1706 nodes=7 len=7168
>ctg1707 nodes=7 len=7168
>ctg1708 nodes=7 len=7168
>ctg1709 nodes=7 len=7168
>ctg1710 nodes=7 len=7168
>ctg1711 nodes=3 len=7168
>ctg1712 nodes=7 len=7168
>ctg1713 nodes=7 len=7168
>ctg1714 nodes=7 len=7168
>ctg1715 nodes=7 len=7168
>ctg1716 nodes=7 len=7168
>ctg1717 nodes=7 len=7168
>ctg1718 nodes=11 len=18944
>ctg1719 nodes=3 len=7168
>ctg1720 nodes=6 len=7168
>ctg1721 nodes=10 len=12544
>ctg1722 nodes=7 len=7168
>ctg1723 nodes=7 len=7168
>ctg1724 nodes=7 len=7168
>ctg1725 nodes=7 len=7168
>ctg1726 nodes=7 len=7168
>ctg1727 nodes=7 len=7168
>ctg1728 nodes=10 len=11264
>ctg1729 nodes=7 len=7168
>ctg1730 nodes=10 len=13824
>ctg1731 nodes=7 len=7168
>ctg1732 nodes=7 len=6912
>ctg1733 nodes=7 len=7168
>ctg1734 nodes=6 len=7168
>ctg1735 nodes=4 len=7168
>ctg1736 nodes=6 len=7168
>ctg1737 nodes=7 len=7168
>ctg1738 nodes=11 len=11264
>ctg1739 nodes=5 len=7168
>ctg1740 nodes=5 len=7168
>ctg1741 nodes=7 len=7168
>ctg1742 nodes=7 len=7168
>ctg1743 nodes=7 len=7168
>ctg1744 nodes=11 len=14080
>ctg1745 nodes=11 len=19200
>ctg1746 nodes=7 len=7168
>ctg1747 nodes=7 len=7168
>ctg1748 nodes=7 len=7168
>ctg1749 nodes=5 len=7168
>ctg1750 nodes=7 len=7168
>ctg1751 nodes=7 len=7168
>ctg1752 nodes=6 len=7168
>ctg1753 nodes=5 len=7168
>ctg1754 nodes=7 len=7168
>ctg1755 nodes=6 len=7168
>ctg1756 nodes=7 len=7168
>ctg1757 nodes=8 len=14592
>ctg1758 nodes=7 len=7168
>ctg1759 nodes=6 len=7168
>ctg1760 nodes=7 len=7168
>ctg1761 nodes=7 len=7168
>ctg1762 nodes=6 len=7168
>ctg1763 nodes=7 len=7168
>ctg1764 nodes=7 len=7168
>ctg1765 nodes=7 len=7168
>ctg1766 nodes=7 len=7168
>ctg1767 nodes=7 len=7168
>ctg1768 nodes=6 len=7168
>ctg1769 nodes=7 len=7168
>ctg1770 nodes=7 len=7168
>ctg1771 nodes=7 len=7168
>ctg1772 nodes=7 len=7168
>ctg1773 nodes=7 len=7168
>ctg1774 nodes=7 len=7168
>ctg1775 nodes=7 len=7168
>ctg1776 nodes=3 len=7168
>ctg1777 nodes=7 len=7168
>ctg1778 nodes=6 len=7168
>ctg1779 nodes=7 len=7168
>ctg1780 nodes=7 len=7168
>ctg1781 nodes=7 len=7168
>ctg1782 nodes=7 len=7168
>ctg1783 nodes=7 len=7168
>ctg1784 nodes=7 len=7168
>ctg1785 nodes=7 len=7168
>ctg1786 nodes=7 len=7168
>ctg1787 nodes=5 len=7168
>ctg1788 nodes=5 len=11008
>ctg1789 nodes=7 len=7168
>ctg1790 nodes=7 len=7168
>ctg1791 nodes=7 len=7168
>ctg1792 nodes=7 len=7168
>ctg1793 nodes=7 len=7168
>ctg1794 nodes=7 len=7168
>ctg1795 nodes=6 len=7168
>ctg1796 nodes=7 len=7168
>ctg1797 nodes=7 len=7168
>ctg1798 nodes=7 len=7168
>ctg1799 nodes=10 len=15104
>ctg1800 nodes=7 len=7168
>ctg1801 nodes=6 len=7168
>ctg1802 nodes=5 len=7168
>ctg1803 nodes=7 len=7168
>ctg1804 nodes=7 len=7168
>ctg1805 nodes=7 len=7168
>ctg1806 nodes=7 len=7168
>ctg1807 nodes=6 len=7168
>ctg1808 nodes=7 len=7168
>ctg1809 nodes=3 len=7424
>ctg1810 nodes=7 len=7168
>ctg1811 nodes=10 len=11264
>ctg1812 nodes=7 len=7168
>ctg1813 nodes=5 len=7168
>ctg1814 nodes=7 len=7168
>ctg1815 nodes=6 len=7168
>ctg1816 nodes=7 len=7168
>ctg1817 nodes=7 len=7168
>ctg1818 nodes=7 len=7168
>ctg1819 nodes=6 len=7168
>ctg1820 nodes=7 len=7168
>ctg1821 nodes=7 len=7168
>ctg1822 nodes=7 len=7168
>ctg1823 nodes=7 len=7168
>ctg1824 nodes=7 len=7168
>ctg1825 nodes=7 len=7168
>ctg1826 nodes=7 len=7168
>ctg1827 nodes=7 len=7168
>ctg1828 nodes=6 len=7168
>ctg1829 nodes=7 len=7168
>ctg1830 nodes=7 len=7168
>ctg1831 nodes=6 len=7168
>ctg1832 nodes=7 len=7168
>ctg1833 nodes=7 len=7168
>ctg1834 nodes=7 len=7168
>ctg1835 nodes=6 len=7168
>ctg1836 nodes=8 len=7168
>ctg1837 nodes=4 len=7168
>ctg1838 nodes=12 len=14336
>ctg1839 nodes=6 len=6656
>ctg1840 nodes=7 len=6912
>ctg1841 nodes=5 len=6912
>ctg1842 nodes=7 len=6912
>ctg1843 nodes=7 len=6912
>ctg1844 nodes=7 len=6912
>ctg1845 nodes=7 len=6912
>ctg1846 nodes=7 len=6912
>ctg1847 nodes=7 len=6912
>ctg1848 nodes=7 len=6912
>ctg1849 nodes=7 len=6912
>ctg1850 nodes=6 len=6912
>ctg1851 nodes=4 len=6656
>ctg1852 nodes=7 len=6912
>ctg1853 nodes=7 len=6912
>ctg1854 nodes=3 len=6912
>ctg1855 nodes=7 len=6912
>ctg1856 nodes=7 len=6912
>ctg1857 nodes=7 len=6912
>ctg1858 nodes=4 len=6656
>ctg1859 nodes=7 len=6912
>ctg1860 nodes=7 len=6912
>ctg1861 nodes=7 len=6912
>ctg1862 nodes=7 len=6912
>ctg1863 nodes=7 len=6912
>ctg1864 nodes=9 len=12032
>ctg1865 nodes=6 len=6912
>ctg1866 nodes=6 len=6912
>ctg1867 nodes=7 len=6912
>ctg1868 nodes=7 len=6912
>ctg1869 nodes=5 len=6912
>ctg1870 nodes=12 len=15104
>ctg1871 nodes=7 len=6912
>ctg1872 nodes=6 len=6912
>ctg1873 nodes=7 len=6912
>ctg1874 nodes=7 len=6912
>ctg1875 nodes=3 len=6912
>ctg1876 nodes=7 len=6912
>ctg1877 nodes=7 len=6912
>ctg1878 nodes=7 len=6912
>ctg1879 nodes=7 len=6912
>ctg1880 nodes=7 len=6912
>ctg1881 nodes=7 len=6912
>ctg1882 nodes=7 len=6912
>ctg1883 nodes=7 len=6912
>ctg1884 nodes=9 len=11008
>ctg1885 nodes=4 len=6912
>ctg1886 nodes=10 len=13056
>ctg1887 nodes=6 len=7168
>ctg1888 nodes=5 len=6912
>ctg1889 nodes=3 len=6656
>ctg1890 nodes=4 len=7424
>ctg1891 nodes=7 len=6912
>ctg1892 nodes=7 len=6912
>ctg1893 nodes=7 len=6912
>ctg1894 nodes=7 len=6912
>ctg1895 nodes=5 len=6656
>ctg1896 nodes=3 len=6912
>ctg1897 nodes=7 len=6912
>ctg1898 nodes=7 len=6912
>ctg1899 nodes=7 len=6912
>ctg1900 nodes=6 len=6912
>ctg1901 nodes=7 len=6912
>ctg1902 nodes=7 len=6912
>ctg1903 nodes=6 len=6912
>ctg1904 nodes=7 len=6912
>ctg1905 nodes=5 len=6912
>ctg1906 nodes=5 len=9984
>ctg1907 nodes=6 len=6912
>ctg1908 nodes=7 len=6912
>ctg1909 nodes=7 len=6912
>ctg1910 nodes=7 len=6912
>ctg1911 nodes=6 len=6912
>ctg1912 nodes=7 len=6912
>ctg1913 nodes=13 len=14848
>ctg1914 nodes=4 len=10496
>ctg1915 nodes=7 len=6912
>ctg1916 nodes=7 len=6912
>ctg1917 nodes=7 len=6912
>ctg1918 nodes=7 len=6912
>ctg1919 nodes=7 len=6912
>ctg1920 nodes=8 len=9984
>ctg1921 nodes=7 len=6912
>ctg1922 nodes=7 len=6912
>ctg1923 nodes=6 len=6912
>ctg1924 nodes=7 len=6912
>ctg1925 nodes=7 len=6912
>ctg1926 nodes=7 len=6912
>ctg1927 nodes=7 len=6912
>ctg1928 nodes=4 len=6656
>ctg1929 nodes=7 len=6912
>ctg1930 nodes=4 len=6912
>ctg1931 nodes=6 len=6912
>ctg1932 nodes=5 len=6912
>ctg1933 nodes=7 len=6912
>ctg1934 nodes=7 len=6912
>ctg1935 nodes=3 len=6912
>ctg1936 nodes=7 len=6912
>ctg1937 nodes=7 len=6912
>ctg1938 nodes=7 len=6912
>ctg1939 nodes=11 len=19200
>ctg1940 nodes=6 len=6912
>ctg1941 nodes=7 len=6912
>ctg1942 nodes=6 len=6912
>ctg1943 nodes=7 len=6912
>ctg1944 nodes=7 len=6912
>ctg1945 nodes=7 len=6912
>ctg1946 nodes=6 len=6912
>ctg1947 nodes=7 len=6912
>ctg1948 nodes=5 len=6912
>ctg1949 nodes=6 len=6656
>ctg1950 nodes=7 len=6912
>ctg1951 nodes=7 len=6912
>ctg1952 nodes=7 len=6912
>ctg1953 nodes=7 len=6912
>ctg1954 nodes=7 len=6912
>ctg1955 nodes=7 len=6912
>ctg1956 nodes=5 len=6912
>ctg1957 nodes=6 len=6656
>ctg1958 nodes=7 len=6656
>ctg1959 nodes=8 len=8960
>ctg1960 nodes=6 len=6656
>ctg1961 nodes=6 len=6656
>ctg1962 nodes=5 len=6656
>ctg1963 nodes=7 len=6656
>ctg1964 nodes=6 len=6656
>ctg1965 nodes=4 len=6656
>ctg1966 nodes=6 len=6656
>ctg1967 nodes=7 len=6656
>ctg1968 nodes=7 len=6656
>ctg1969 nodes=10 len=11776
>ctg1970 nodes=7 len=6656
>ctg1971 nodes=12 len=17664
>ctg1972 nodes=7 len=6656
>ctg1973 nodes=6 len=6656
>ctg1974 nodes=6 len=6656
>ctg1975 nodes=7 len=6656
>ctg1976 nodes=7 len=6656
>ctg1977 nodes=7 len=6656
>ctg1978 nodes=6 len=6656
>ctg1979 nodes=7 len=6656
>ctg1980 nodes=5 len=6656
>ctg1981 nodes=6 len=6400
>ctg1982 nodes=6 len=6656
>ctg1983 nodes=7 len=6656
>ctg1984 nodes=3 len=6400
>ctg1985 nodes=5 len=6656
>ctg1986 nodes=7 len=6656
>ctg1987 nodes=5 len=6656
>ctg1988 nodes=6 len=9728
>ctg1989 nodes=6 len=6656
>ctg1990 nodes=5 len=6656
>ctg1991 nodes=4 len=8192
>ctg1992 nodes=5 len=6656
>ctg1993 nodes=6 len=6656
>ctg1994 nodes=7 len=6656
>ctg1995 nodes=7 len=6656
>ctg1996 nodes=5 len=6400
>ctg1997 nodes=6 len=6656
>ctg1998 nodes=4 len=6656
>ctg1999 nodes=5 len=6656
>ctg2000 nodes=6 len=6656
>ctg2001 nodes=7 len=6656
>ctg2002 nodes=4 len=6656
>ctg2003 nodes=6 len=6656
>ctg2004 nodes=3 len=6400
>ctg2005 nodes=6 len=6656
>ctg2006 nodes=6 len=6656
>ctg2007 nodes=3 len=6656
>ctg2008 nodes=7 len=6656
>ctg2009 nodes=6 len=6656
>ctg2010 nodes=6 len=6400
>ctg2011 nodes=6 len=6656
>ctg2012 nodes=6 len=6656
>ctg2013 nodes=5 len=6656
>ctg2014 nodes=4 len=6656
>ctg2015 nodes=4 len=13568
>ctg2016 nodes=7 len=6656
>ctg2017 nodes=5 len=6400
>ctg2018 nodes=3 len=6400
>ctg2019 nodes=4 len=6400
>ctg2020 nodes=4 len=6400
>ctg2021 nodes=6 len=6400
>ctg2022 nodes=6 len=6400
>ctg2023 nodes=4 len=6400
>ctg2024 nodes=7 len=6400
>ctg2025 nodes=3 len=6400
>ctg2026 nodes=6 len=6400
>ctg2027 nodes=7 len=6400
>ctg2028 nodes=6 len=6400
>ctg2029 nodes=6 len=6400
>ctg2030 nodes=6 len=6144
>ctg2031 nodes=6 len=6400
>ctg2032 nodes=6 len=6400
>ctg2033 nodes=6 len=6400
>ctg2034 nodes=10 len=11776
>ctg2035 nodes=4 len=6400
>ctg2036 nodes=7 len=8448
>ctg2037 nodes=5 len=6400
>ctg2038 nodes=6 len=6400
>ctg2039 nodes=6 len=6400
>ctg2040 nodes=5 len=6400
>ctg2041 nodes=6 len=6400
>ctg2042 nodes=7 len=6400
>ctg2043 nodes=5 len=6400
>ctg2044 nodes=6 len=6400
>ctg2045 nodes=6 len=6400
>ctg2046 nodes=6 len=6400
>ctg2047 nodes=6 len=6400
>ctg2048 nodes=6 len=6400
>ctg2049 nodes=6 len=6400
>ctg2050 nodes=5 len=6400
>ctg2051 nodes=3 len=6400
>ctg2052 nodes=6 len=6400
>ctg2053 nodes=3 len=6144
>ctg2054 nodes=3 len=6400
>ctg2055 nodes=6 len=6400
>ctg2056 nodes=7 len=6400
>ctg2057 nodes=6 len=6400
>ctg2058 nodes=7 len=6400
>ctg2059 nodes=6 len=6400
>ctg2060 nodes=6 len=6400
>ctg2061 nodes=4 len=6144
>ctg2062 nodes=5 len=6400
>ctg2063 nodes=3 len=6400
>ctg2064 nodes=4 len=6400
>ctg2065 nodes=6 len=6400
>ctg2066 nodes=4 len=6400
>ctg2067 nodes=6 len=6400
>ctg2068 nodes=8 len=15360
>ctg2069 nodes=6 len=6912
>ctg2070 nodes=4 len=6400
>ctg2071 nodes=5 len=6400
>ctg2072 nodes=6 len=6400
>ctg2073 nodes=6 len=6400
>ctg2074 nodes=6 len=6144
>ctg2075 nodes=6 len=6144
>ctg2076 nodes=6 len=6144
>ctg2077 nodes=6 len=6144
>ctg2078 nodes=6 len=6144
>ctg2079 nodes=6 len=6144
>ctg2080 nodes=6 len=6144
>ctg2081 nodes=3 len=6144
>ctg2082 nodes=5 len=6144
>ctg2083 nodes=6 len=6144
>ctg2084 nodes=5 len=6144
>ctg2085 nodes=6 len=6144
>ctg2086 nodes=3 len=6144
>ctg2087 nodes=6 len=6144
>ctg2088 nodes=6 len=6144
>ctg2089 nodes=6 len=6144
>ctg2090 nodes=6 len=6144
>ctg2091 nodes=6 len=6144
>ctg2092 nodes=6 len=6144
>ctg2093 nodes=6 len=6144
>ctg2094 nodes=6 len=6144
>ctg2095 nodes=6 len=6144
>ctg2096 nodes=6 len=6144
>ctg2097 nodes=6 len=6144
>ctg2098 nodes=6 len=6144
>ctg2099 nodes=6 len=6144
>ctg2100 nodes=6 len=6144
>ctg2101 nodes=7 len=10240
>ctg2102 nodes=6 len=6144
>ctg2103 nodes=17 len=21504
>ctg2104 nodes=6 len=6144
>ctg2105 nodes=6 len=6144
>ctg2106 nodes=6 len=6144
>ctg2107 nodes=4 len=6144
>ctg2108 nodes=6 len=6144
>ctg2109 nodes=9 len=12288
>ctg2110 nodes=6 len=6144
>ctg2111 nodes=6 len=6144
>ctg2112 nodes=6 len=6144
>ctg2113 nodes=6 len=6144
>ctg2114 nodes=6 len=6144
>ctg2115 nodes=6 len=6144
>ctg2116 nodes=6 len=5888
>ctg2117 nodes=6 len=6144
>ctg2118 nodes=6 len=6144
>ctg2119 nodes=6 len=6144
>ctg2120 nodes=6 len=6144
>ctg2121 nodes=6 len=6144
>ctg2122 nodes=6 len=6144
>ctg2123 nodes=4 len=6144
>ctg2124 nodes=6 len=5888
>ctg2125 nodes=6 len=6144
>ctg2126 nodes=6 len=6144
>ctg2127 nodes=6 len=6144
>ctg2128 nodes=6 len=6144
>ctg2129 nodes=6 len=6144
>ctg2130 nodes=6 len=6144
>ctg2131 nodes=6 len=6144
>ctg2132 nodes=5 len=6144
>ctg2133 nodes=6 len=6144
>ctg2134 nodes=6 len=6144
>ctg2135 nodes=17 len=28928
>ctg2136 nodes=11 len=12288
>ctg2137 nodes=6 len=6144
>ctg2138 nodes=6 len=6144
>ctg2139 nodes=6 len=6144
>ctg2140 nodes=6 len=6144
>ctg2141 nodes=5 len=6144
>ctg2142 nodes=6 len=6144
>ctg2143 nodes=6 len=6144
>ctg2144 nodes=6 len=6144
>ctg2145 nodes=6 len=6144
>ctg2146 nodes=6 len=6144
>ctg2147 nodes=6 len=6144
>ctg2148 nodes=6 len=6144
>ctg2149 nodes=6 len=6144
>ctg2150 nodes=5 len=6144
>ctg2151 nodes=5 len=6144
>ctg2152 nodes=7 len=14848
>ctg2153 nodes=6 len=6144
>ctg2154 nodes=4 len=6144
>ctg2155 nodes=6 len=6144
>ctg2156 nodes=5 len=6144
>ctg2157 nodes=6 len=6144
>ctg2158 nodes=6 len=6144
>ctg2159 nodes=6 len=6144
>ctg2160 nodes=6 len=6144
>ctg2161 nodes=5 len=6144
>ctg2162 nodes=6 len=6144
>ctg2163 nodes=6 len=6144
>ctg2164 nodes=6 len=6144
>ctg2165 nodes=5 len=6144
>ctg2166 nodes=5 len=6144
>ctg2167 nodes=6 len=6144
>ctg2168 nodes=6 len=6144
>ctg2169 nodes=6 len=6144
>ctg2170 nodes=10 len=13312
>ctg2171 nodes=6 len=6144
>ctg2172 nodes=6 len=6144
>ctg2173 nodes=6 len=6144
>ctg2174 nodes=6 len=6144
>ctg2175 nodes=5 len=6144
>ctg2176 nodes=6 len=6144
>ctg2177 nodes=6 len=6144
>ctg2178 nodes=6 len=6144
>ctg2179 nodes=6 len=6144
>ctg2180 nodes=6 len=6144
>ctg2181 nodes=6 len=6144
>ctg2182 nodes=7 len=12288
>ctg2183 nodes=6 len=6144
>ctg2184 nodes=3 len=6144
>ctg2185 nodes=6 len=6144
>ctg2186 nodes=6 len=6144
>ctg2187 nodes=8 len=12288
>ctg2188 nodes=6 len=6144
>ctg2189 nodes=6 len=6144
>ctg2190 nodes=6 len=6144
>ctg2191 nodes=6 len=6144
>ctg2192 nodes=6 len=6144
>ctg2193 nodes=6 len=6144
>ctg2194 nodes=6 len=6144
>ctg2195 nodes=6 len=6144
>ctg2196 nodes=6 len=6144
>ctg2197 nodes=6 len=6144
>ctg2198 nodes=8 len=14336
>ctg2199 nodes=6 len=6144
>ctg2200 nodes=6 len=6144
>ctg2201 nodes=4 len=5888
>ctg2202 nodes=10 len=13312
>ctg2203 nodes=6 len=6144
>ctg2204 nodes=6 len=6144
>ctg2205 nodes=6 len=6144
>ctg2206 nodes=3 len=6144
>ctg2207 nodes=6 len=6144
>ctg2208 nodes=8 len=8960
>ctg2209 nodes=8 len=10240
>ctg2210 nodes=6 len=6144
>ctg2211 nodes=5 len=6144
>ctg2212 nodes=6 len=6144
>ctg2213 nodes=6 len=6144
>ctg2214 nodes=5 len=6144
>ctg2215 nodes=6 len=6144
>ctg2216 nodes=5 len=6144
>ctg2217 nodes=6 len=6144
>ctg2218 nodes=4 len=6144
>ctg2219 nodes=6 len=5888
>ctg2220 nodes=6 len=6144
>ctg2221 nodes=6 len=6144
>ctg2222 nodes=6 len=6144
>ctg2223 nodes=6 len=6144
>ctg2224 nodes=6 len=6144
>ctg2225 nodes=6 len=6144
>ctg2226 nodes=5 len=6144
>ctg2227 nodes=6 len=6144
>ctg2228 nodes=4 len=6144
>ctg2229 nodes=6 len=6144
>ctg2230 nodes=3 len=6144
>ctg2231 nodes=6 len=6144
>ctg2232 nodes=6 len=6144
>ctg2233 nodes=9 len=11520
>ctg2234 nodes=6 len=6144
>ctg2235 nodes=6 len=6144
>ctg2236 nodes=6 len=6144
>ctg2237 nodes=6 len=6144
>ctg2238 nodes=6 len=6144
>ctg2239 nodes=11 len=11264
>ctg2240 nodes=7 len=6144
>ctg2241 nodes=4 len=5888
>ctg2242 nodes=6 len=6144
>ctg2243 nodes=5 len=6144
>ctg2244 nodes=5 len=6144
>ctg2245 nodes=6 len=6144
>ctg2246 nodes=6 len=6144
>ctg2247 nodes=6 len=6144
>ctg2248 nodes=6 len=6144
>ctg2249 nodes=6 len=6144
>ctg2250 nodes=6 len=6144
>ctg2251 nodes=6 len=6144
>ctg2252 nodes=6 len=6144
>ctg2253 nodes=3 len=6144
>ctg2254 nodes=6 len=6144
>ctg2255 nodes=6 len=6144
>ctg2256 nodes=6 len=6144
>ctg2257 nodes=6 len=6144
>ctg2258 nodes=6 len=6144
>ctg2259 nodes=4 len=6144
>ctg2260 nodes=5 len=6144
>ctg2261 nodes=6 len=6144
>ctg2262 nodes=6 len=6144
>ctg2263 nodes=6 len=6144
>ctg2264 nodes=6 len=6144
>ctg2265 nodes=6 len=6400
>ctg2266 nodes=6 len=6144
>ctg2267 nodes=6 len=6144
>ctg2268 nodes=6 len=6144
>ctg2269 nodes=3 len=5888
>ctg2270 nodes=6 len=6144
>ctg2271 nodes=5 len=6144
>ctg2272 nodes=6 len=6144
>ctg2273 nodes=6 len=6144
>ctg2274 nodes=3 len=6144
>ctg2275 nodes=5 len=6144
>ctg2276 nodes=6 len=6144
>ctg2277 nodes=6 len=6144
>ctg2278 nodes=6 len=6144
>ctg2279 nodes=6 len=6144
>ctg2280 nodes=4 len=5632
>ctg2281 nodes=6 len=6144
>ctg2282 nodes=6 len=6144
>ctg2283 nodes=3 len=6144
>ctg2284 nodes=6 len=6144
>ctg2285 nodes=5 len=6144
>ctg2286 nodes=6 len=6144
>ctg2287 nodes=5 len=6144
>ctg2288 nodes=9 len=12544
>ctg2289 nodes=6 len=6144
>ctg2290 nodes=5 len=6144
>ctg2291 nodes=8 len=16896
>ctg2292 nodes=6 len=6144
>ctg2293 nodes=3 len=6144
>ctg2294 nodes=4 len=6144
>ctg2295 nodes=6 len=6144
>ctg2296 nodes=6 len=6144
>ctg2297 nodes=6 len=6144
>ctg2298 nodes=5 len=6144
>ctg2299 nodes=6 len=6144
>ctg2300 nodes=4 len=6144
>ctg2301 nodes=6 len=6144
>ctg2302 nodes=6 len=6144
>ctg2303 nodes=6 len=6144
>ctg2304 nodes=6 len=6144
>ctg2305 nodes=6 len=6144
>ctg2306 nodes=4 len=6144
>ctg2307 nodes=6 len=6144
>ctg2308 nodes=4 len=6144
>ctg2309 nodes=6 len=6144
>ctg2310 nodes=6 len=6144
>ctg2311 nodes=6 len=6144
>ctg2312 nodes=8 len=11008
>ctg2313 nodes=4 len=6144
